epoch,step,train_acc,train_loss,val_acc,val_loss
0,14,0.8104158639907837,4.770045757293701,,
2,29,,,0.5307855606079102,4.612967491149902
2,29,0.8237013220787048,4.618713855743408,,
4,44,0.8901288509368896,4.598786354064941,,
6,59,,,0.42462843656539917,4.604282379150391
6,59,0.9698418974876404,4.593763828277588,,
8,74,0.8901288509368896,4.5911970138549805,,
10,89,,,0.5307855606079102,4.606841564178467
10,89,0.8104158639907837,4.587558746337891,,
12,104,1.2355519533157349,4.584390640258789,,
14,119,,,0.6369426846504211,4.627647399902344
14,119,1.1026970148086548,4.581092834472656,,
16,134,1.2355519533157349,4.574619770050049,,
18,149,,,0.0,4.68030309677124
18,149,1.2754085063934326,4.566965103149414,,
20,164,1.7271157503128052,4.546213150024414,,
22,179,,,0.31847134232521057,4.781622886657715
22,179,1.6739736795425415,4.522480010986328,,
24,194,2.484389543533325,4.478219985961914,,
26,209,,,0.31847134232521057,4.891993999481201
26,209,3.0158097743988037,4.423487186431885,,
28,224,3.02909517288208,4.350289344787598,,
30,239,,,0.21231421828269958,4.886302947998047
30,239,3.4542315006256104,4.266528129577637,,
32,254,4.636641502380371,4.185751914978027,,
34,269,,,0.31847134232521057,4.857819080352783
34,269,4.83592414855957,4.105155944824219,,
36,284,5.726052761077881,4.030066013336182,,
38,299,,,0.10615710914134979,4.832824230194092
38,299,6.191045761108398,3.952650547027588,,
40,314,7.346884727478027,3.856797456741333,,
42,329,,,0.6369426846504211,4.760991096496582
42,329,8.396439552307129,3.7551181316375732,,
44,344,9.565564155578613,3.6527392864227295,,
46,359,,,0.6369426846504211,4.743765830993652
46,359,10.3361234664917,3.5530450344085693,,
48,374,12.501660346984863,3.444056510925293,,
50,389,,,0.5307855606079102,4.6570539474487305
50,389,13.949780464172363,3.3353021144866943,,
52,404,16.341171264648438,3.212174654006958,,
54,419,,,0.5307855606079102,4.559508800506592
54,419,18.453567504882812,3.0625715255737305,,
56,434,20.924671173095703,2.926614999771118,,
58,449,,,0.5307855606079102,4.390869140625
58,449,23.993623733520508,2.776278018951416,,
60,464,27.07586097717285,2.6163110733032227,,
62,479,,,0.7430998086929321,4.206623554229736
62,479,29.613391876220703,2.4632833003997803,,
64,494,32.7354850769043,2.311809539794922,,
66,509,,,0.9554139971733093,4.026683807373047
66,509,35.20658874511719,2.1716041564941406,,
68,524,37.810546875,2.027033567428589,,
70,539,,,0.7430998086929321,3.831007957458496
70,539,40.29493713378906,1.898363709449768,,
72,554,42.819183349609375,1.7658601999282837,,
74,569,,,0.8492568731307983,3.701812267303467
74,569,45.70214080810547,1.6421705484390259,,
76,584,47.81453323364258,1.5371650457382202,,
78,599,,,1.0615711212158203,3.5516562461853027
78,599,49.050086975097656,1.4413906335830688,,
80,614,50.77720260620117,1.3492374420166016,,
82,629,,,1.0615711212158203,3.413550615310669
82,629,51.68061828613281,1.263433575630188,,
84,644,54.1517219543457,1.1793153285980225,,
86,659,,,0.9554139971733093,3.2984840869903564
86,659,55.18798828125,1.1130492687225342,,
88,674,56.715824127197266,1.0474977493286133,,
90,689,,,0.9554139971733093,3.211406707763672
90,689,57.36681365966797,0.9930592179298401,,
92,704,58.7219352722168,0.9412984848022461,,
94,719,,,0.9554139971733093,3.1792924404144287
94,719,59.06735610961914,0.9035264253616333,,
96,734,60.51547622680664,0.8616465330123901,,
98,749,,,0.8492568731307983,3.1667397022247314
98,749,62.348876953125,0.8290274143218994,,
100,764,63.31871795654297,0.7942380905151367,,
102,779,,,1.1677281856536865,3.224073648452759
102,779,64.83326721191406,0.7657374143600464,,
104,794,66.3876724243164,0.7336260080337524,,
106,809,,,1.4861996173858643,3.1898996829986572
106,809,68.46021270751953,0.7020286917686462,,
108,824,70.55931854248047,0.6701964735984802,,
110,839,,,2.653927803039551,3.2166473865509033
110,839,73.36256408691406,0.643825352191925,,
112,854,75.3686752319336,0.6168897151947021,,
114,869,,,3.715498924255371,3.2395577430725098
114,869,76.92308044433594,0.5920010209083557,,
116,884,79.19490051269531,0.5528364181518555,,
118,899,,,7.21868371963501,3.239110231399536
118,899,81.1877212524414,0.520007312297821,,
120,914,83.20712280273438,0.48268261551856995,,
122,929,,,9.978768348693848,3.25542950630188
122,929,84.84123992919922,0.4507983922958374,,
124,944,86.36907196044922,0.4186735451221466,,
126,959,,,13.057324409484863,3.2364542484283447
126,959,87.44519805908203,0.39238908886909485,,
128,974,88.58775329589844,0.37040793895721436,,
130,989,,,14.225052833557129,3.221515417098999
130,989,90.1687240600586,0.33811599016189575,,
132,1004,91.49727630615234,0.31223976612091064,,
134,1019,,,17.197452545166016,3.224726438522339
134,1019,93.22439575195312,0.27461719512939453,,
136,1034,93.50338745117188,0.25304698944091797,,
138,1049,,,18.895965576171875,3.2783021926879883
138,1049,94.65922546386719,0.23115503787994385,,
140,1064,95.29692840576172,0.21112333238124847,,
142,1079,,,19.85137939453125,3.2577579021453857
142,1079,95.97449493408203,0.19001513719558716,,
144,1094,96.78490447998047,0.17257076501846313,,
146,1109,,,21.231422424316406,3.310894727706909
146,1109,97.0373306274414,0.16381105780601501,,
148,1124,97.50232696533203,0.1485213190317154,,
150,1139,,,22.292993545532227,3.360063076019287
150,1139,97.72817993164062,0.13674390316009521,,
152,1154,97.98060607910156,0.1348682940006256,,
154,1169,,,22.399150848388672,3.385613203048706
154,1169,98.04702758789062,0.12246794253587723,,
156,1184,98.44559478759766,0.10770425945520401,,
158,1199,,,23.991506576538086,3.3656044006347656
158,1199,99.05673217773438,0.09190745651721954,,
160,1214,99.33572387695312,0.07467195391654968,,
162,1229,,,24.946922302246094,3.4047467708587646
162,1229,99.37557983398438,0.06656866520643234,,
164,1244,99.22943878173828,0.06845030933618546,,
166,1259,,,24.522293090820312,3.4783127307891846
166,1259,99.18958282470703,0.06530916690826416,,
168,1274,99.17630004882812,0.06776819378137589,,
170,1289,,,24.416135787963867,3.470884084701538
170,1289,99.22943878173828,0.06565316766500473,,
172,1304,99.40215301513672,0.059493597596883774,,
174,1319,,,23.779193878173828,3.3791940212249756
174,1319,99.25601196289062,0.057574767619371414,,
176,1334,99.30915069580078,0.056808408349752426,,
178,1349,,,25.90233612060547,3.586831569671631
178,1349,98.95044708251953,0.06410593539476395,,
180,1364,98.99030303955078,0.06689970940351486,,
182,1379,,,27.070064544677734,3.4683001041412354
182,1379,98.99030303955078,0.06818153709173203,,
184,1394,99.42872619628906,0.05090946704149246,,
186,1409,,,28.87473487854004,3.425208806991577
186,1409,99.72100067138672,0.034615229815244675,,
188,1424,99.81400299072266,0.02324996143579483,,
190,1439,,,29.08704948425293,3.3768198490142822
190,1439,99.88043212890625,0.018872598186135292,,
192,1454,99.9335708618164,0.015079443342983723,,
194,1469,,,29.72399139404297,3.3476386070251465
194,1469,99.94686126708984,0.011393860913813114,,
196,1484,99.9335708618164,0.010429222136735916,,
198,1499,,,29.93630599975586,3.4051687717437744
198,1499,99.9335708618164,0.009546761400997639,,
200,1514,99.90699768066406,0.010814671404659748,,
202,1529,,,29.193206787109375,3.7236928939819336
202,1529,99.62800598144531,0.0197793897241354,,
204,1544,98.99030303955078,0.05095866322517395,,
206,1559,,,25.90233612060547,3.7647342681884766
206,1559,96.65205383300781,0.11493903398513794,,
208,1574,97.55546569824219,0.09795597195625305,,
210,1589,,,28.980892181396484,3.4235846996307373
210,1589,98.37916564941406,0.06796176731586456,,
212,1604,99.05673217773438,0.04732396453619003,,
214,1619,,,30.360933303833008,3.3957278728485107
214,1619,99.50843811035156,0.03237186372280121,,
216,1634,99.9335708618164,0.015748748555779457,,
218,1649,,,34.39490509033203,3.243795394897461
218,1649,99.9867172241211,0.008740350604057312,,
220,1664,99.9867172241211,0.005292167887091637,,
222,1679,,,33.75796127319336,3.174685478210449
222,1679,100.0,0.003747326787561178,,
224,1694,100.0,0.002930954797193408,,
226,1709,,,34.81953430175781,3.1633517742156982
226,1709,100.0,0.002479944145306945,,
228,1724,100.0,0.002184559591114521,,
230,1739,,,35.138004302978516,3.162452220916748
230,1739,100.0,0.001971976598724723,,
232,1754,100.0,0.0017967286985367537,,
234,1769,,,35.77494812011719,3.1754183769226074
234,1769,100.0,0.001641718903556466,,
236,1784,100.0,0.0014948266325518489,,
238,1799,,,35.98726272583008,3.184339761734009
238,1799,100.0,0.0013686476740986109,,
240,1814,100.0,0.0012501388555392623,,
242,1829,,,36.09341812133789,3.2047183513641357
242,1829,100.0,0.0011324554216116667,,
244,1844,100.0,0.0010308074997738004,,
246,1859,,,36.73036193847656,3.222358465194702
246,1859,100.0,0.0009394042426720262,,
248,1874,100.0,0.0008507659076713026,,
250,1889,,,36.94267654418945,3.2489688396453857
250,1889,100.0,0.0007664161385037005,,
252,1904,100.0,0.000691796827595681,,
254,1919,,,37.89809036254883,3.274200916290283
254,1919,100.0,0.0006223307573236525,,
256,1934,100.0,0.0005573412054218352,,
258,1949,,,36.94267654418945,3.3010072708129883
258,1949,100.0,0.0004973190953023732,,
260,1964,100.0,0.00044832550338469446,,
262,1979,,,37.89809036254883,3.3121657371520996
262,1979,100.0,0.00039443650166504085,,
264,1994,100.0,0.0003516509023029357,,
266,2009,,,37.68577575683594,3.3641481399536133
266,2009,100.0,0.0003100281464867294,,
268,2024,100.0,0.00027154982672072947,,
270,2039,,,38.21656036376953,3.37536883354187
270,2039,100.0,0.00024260686768684536,,
272,2054,100.0,0.00021588131494354457,,
274,2069,,,39.065818786621094,3.430776357650757
274,2069,100.0,0.0001864495425252244,,
276,2084,100.0,0.00016314837557729334,,
278,2099,,,39.80891799926758,3.4401934146881104
278,2099,100.0,0.00014458567602559924,,
280,2114,100.0,0.00012538024748209864,,
282,2129,,,39.59660339355469,3.488819122314453
282,2129,100.0,0.00010856839071493596,,
284,2144,99.88043212890625,0.005987878423184156,,
286,2159,,,30.78556251525879,4.341015338897705
286,2159,96.22691345214844,0.13716167211532593,,
288,2174,95.3500747680664,0.1485101580619812,,
290,2189,,,33.33333206176758,3.801429510116577
290,2189,97.26318359375,0.09571229666471481,,
292,2204,98.64488220214844,0.046781525015830994,,
294,2219,,,36.94267654418945,3.5167322158813477
294,2219,99.26929473876953,0.03081635758280754,,
296,2234,99.80072021484375,0.015300711616873741,,
298,2249,,,39.3842887878418,3.320707321166992
298,2249,99.88043212890625,0.006516570691019297,,
300,2264,99.97342681884766,0.003429262898862362,,
302,2279,,,38.42887496948242,3.296347141265869
302,2279,99.9867172241211,0.002048150170594454,,
304,2294,100.0,0.00109806505497545,,
306,2309,,,39.80891799926758,3.2401163578033447
306,2309,100.0,0.0007732097874395549,,
308,2324,100.0,0.0006283171242102981,,
