epoch,step,train_acc,train_loss,val_acc,val_loss
0,14,0.7249295115470886,4.785202980041504,,
2,29,,,2.467811107635498,4.555676460266113
2,29,1.7586252689361572,4.612771511077881,,
4,44,1.7586252689361572,4.555247783660889,,
6,59,,,2.0386266708374023,4.531107425689697
6,59,2.0002684593200684,4.543224811553955,,
8,74,1.9599946737289429,4.537946701049805,,
10,89,,,2.1459226608276367,4.5538554191589355
10,89,1.9331454038619995,4.532420635223389,,
12,104,2.2419116497039795,4.525145530700684,,
14,119,,,1.609442114830017,4.640739917755127
14,119,2.2821855545043945,4.5142035484313965,,
16,134,2.671499490737915,4.493995189666748,,
18,149,,,1.716738224029541,4.840244770050049
18,149,3.1816351413726807,4.452648162841797,,
20,164,4.10793399810791,4.388078212738037,,
22,179,,,1.824034333229065,5.026939868927002
22,179,5.5712175369262695,4.288794994354248,,
24,194,6.457242488861084,4.154150009155273,,
26,209,,,1.824034333229065,4.919825553894043
26,209,8.484360694885254,3.9847302436828613,,
28,224,11.16928482055664,3.8103294372558594,,
30,239,,,1.716738224029541,4.841148376464844
30,239,13.599141120910645,3.633307695388794,,
32,254,16.20351791381836,3.452016830444336,,
34,269,,,1.824034333229065,4.685820579528809
34,269,18.942140579223633,3.267406702041626,,
36,284,22.6339111328125,3.073256015777588,,
38,299,,,1.9313304424285889,4.530802249908447
38,299,25.681299209594727,2.8908557891845703,,
40,314,29.35964584350586,2.7071096897125244,,
42,329,,,2.467811107635498,4.383388042449951
42,329,33.33333206176758,2.52142596244812,,
44,344,38.260169982910156,2.325706958770752,,
46,359,,,2.7896995544433594,4.249156951904297
46,359,42.71714401245117,2.137058973312378,,
48,374,46.98617172241211,1.9478421211242676,,
50,389,,,2.467811107635498,4.089826583862305
50,389,51.60424041748047,1.7752858400344849,,
52,404,56.598201751708984,1.5946590900421143,,
54,419,,,3.8626608848571777,3.9364728927612305
54,419,61.45791244506836,1.43330979347229,,
56,434,65.64639282226562,1.2731672525405884,,
58,449,,,5.042918682098389,3.8437368869781494
58,449,69.71405792236328,1.1386061906814575,,
60,464,73.51322174072266,1.0221525430679321,,
62,479,,,7.188841342926025,3.662693738937378
62,479,78.76225280761719,0.888072669506073,,
64,494,83.03128051757812,0.7578582763671875,,
66,509,,,9.656652450561523,3.471534252166748
66,509,86.99153900146484,0.6471821069717407,,
68,524,89.85099029541016,0.5407784581184387,,
70,539,,,11.587983131408691,3.3201348781585693
70,539,92.37481689453125,0.45541948080062866,,
72,554,94.52275848388672,0.37962475419044495,,
74,569,,,14.914162635803223,3.263930320739746
74,569,95.3550796508789,0.329495906829834,,
76,584,96.03973388671875,0.2780093550682068,,
78,599,,,16.84549331665039,3.176905632019043
78,599,97.10028076171875,0.23055890202522278,,
80,614,97.67754364013672,0.19928859174251556,,
82,629,,,17.811159133911133,3.2438411712646484
82,629,98.3219223022461,0.17804116010665894,,
84,644,98.24137115478516,0.1599152535200119,,
86,659,,,18.0257511138916,3.28273344039917
86,659,98.71123504638672,0.13795971870422363,,
88,674,98.92603302001953,0.11879106611013412,,
90,689,,,21.2446346282959,3.2859809398651123
90,689,99.10054779052734,0.10550346970558167,,
92,704,99.14082336425781,0.09786786884069443,,
94,719,,,19.957080841064453,3.4455959796905518
94,719,99.14082336425781,0.09494142979383469,,
96,734,99.02000427246094,0.09509565681219101,,
98,749,,,19.42060089111328,3.504275321960449
98,749,99.0334243774414,0.09377200156450272,,
100,764,99.24822235107422,0.08175399154424667,,
102,779,,,21.67382049560547,3.391382932662964
102,779,99.4630126953125,0.06399896740913391,,
104,794,99.61068725585938,0.053204022347927094,,
106,809,,,22.21030044555664,3.4518938064575195
106,809,99.5704116821289,0.05288819596171379,,
108,824,99.63753509521484,0.04795357584953308,,
110,839,,,23.06867027282715,3.450026035308838
110,839,99.67781066894531,0.04487051069736481,,
112,854,99.40931701660156,0.04879339411854744,,
114,869,,,23.06867027282715,3.7294232845306396
114,869,99.32876586914062,0.05319907143712044,,
116,884,99.18109893798828,0.059957537800073624,,
118,899,,,22.317596435546875,3.689924478530884
118,899,99.22137451171875,0.05967456474900246,,
120,914,98.91260528564453,0.06430436670780182,,
122,929,,,25.21459197998047,3.616924285888672
122,929,99.0602798461914,0.05636027082800865,,
124,944,99.44959259033203,0.04638705030083656,,
126,959,,,26.824033737182617,3.4372506141662598
126,959,99.59725952148438,0.035089317709207535,,
128,974,99.74493408203125,0.025561153888702393,,
130,989,,,26.287553787231445,3.5811657905578613
130,989,99.77178192138672,0.021961290389299393,,
132,1004,99.78520965576172,0.023521099239587784,,
134,1019,,,25.643775939941406,3.663945198059082
134,1019,99.75835418701172,0.02429439127445221,,
136,1034,99.5704116821289,0.028539495542645454,,
138,1049,,,24.78540802001953,3.7581803798675537
138,1049,99.23479461669922,0.04566451162099838,,
140,1064,98.5232925415039,0.07043283432722092,,
142,1079,,,25.0,3.694558620452881
142,1079,97.95945739746094,0.08307969570159912,,
144,1094,98.65753936767578,0.0628569945693016,,
146,1109,,,26.18025779724121,3.5871429443359375
146,1109,99.08712768554688,0.04638878256082535,,
148,1124,99.66438293457031,0.031867675483226776,,
150,1139,,,31.54506492614746,3.3688790798187256
150,1139,99.63753509521484,0.027454059571027756,,
152,1154,99.71808624267578,0.0220134649425745,,
154,1169,,,30.472103118896484,3.451051950454712
154,1169,99.79862976074219,0.018536487594246864,,
156,1184,99.83890533447266,0.015201879665255547,,
