epoch,step,train_acc,train_loss,val_acc,val_loss
0,14,0.7383541464805603,4.792973518371582,,
2,29,,,2.3605151176452637,4.560972690582275
2,29,1.5304067134857178,4.624826431274414,,
4,44,1.812323808670044,4.567385196685791,,
6,59,,,2.0386266708374023,4.531435489654541
6,59,2.0271177291870117,4.549907684326172,,
8,74,1.9465700387954712,4.54253625869751,,
10,89,,,1.9313304424285889,4.554291248321533
10,89,1.8794468641281128,4.537528038024902,,
12,104,2.3224594593048096,4.526778221130371,,
14,119,,,1.716738224029541,4.631335258483887
14,119,2.174788475036621,4.518819332122803,,
16,134,2.4835548400878906,4.504582405090332,,
18,149,,,1.716738224029541,4.776988983154297
18,149,2.8997180461883545,4.474328517913818,,
20,164,3.530675172805786,4.434220790863037,,
22,179,,,1.716738224029541,4.986817359924316
22,179,4.33615255355835,4.378995895385742,,
24,194,5.181903839111328,4.293160438537598,,
26,209,,,1.716738224029541,5.079419136047363
26,209,6.618338108062744,4.185219764709473,,
28,224,8.095046043395996,4.0498127937316895,,
30,239,,,1.824034333229065,4.979681968688965
30,239,10.256410598754883,3.892747163772583,,
32,254,12.16270637512207,3.7158589363098145,,
34,269,,,1.9313304424285889,4.840582370758057
34,269,15.075849533081055,3.5609781742095947,,
36,284,16.592830657958984,3.402355909347534,,
38,299,,,1.824034333229065,4.688546657562256
38,299,19.787891387939453,3.2387757301330566,,
40,314,22.593637466430664,3.0661964416503906,,
42,329,,,2.1459226608276367,4.565659999847412
42,329,25.03691864013672,2.9072697162628174,,
44,344,28.782386779785156,2.7458131313323975,,
46,359,,,2.3605151176452637,4.439454555511475
46,359,31.54785919189453,2.5821373462677,,
48,374,34.44757843017578,2.4116551876068115,,
50,389,,,2.467811107635498,4.284914493560791
50,389,37.763458251953125,2.251103639602661,,
52,404,42.207008361816406,2.0808606147766113,,
54,419,,,2.5751073360443115,4.098879337310791
54,419,46.04644775390625,1.926518440246582,,
56,434,49.187808990478516,1.7661347389221191,,
58,449,,,3.0042917728424072,3.952406406402588
58,449,53.64478302001953,1.6162333488464355,,
60,464,57.40367889404297,1.4707683324813843,,
