epoch,step,train_acc,train_loss,val_acc,val_loss
0,14,0.7652033567428589,4.78579568862915,,
2,29,,,2.467811107635498,4.556957721710205
2,29,1.8794468641281128,4.6131134033203125,,
4,44,1.9331454038619995,4.557244777679443,,
6,59,,,2.0386266708374023,4.531074523925781
6,59,1.9734193086624146,4.5444416999816895,,
8,74,2.01369309425354,4.5388288497924805,,
10,89,,,2.0386266708374023,4.5536417961120605
10,89,1.8928714990615845,4.533606052398682,,
12,104,1.9599946737289429,4.526627540588379,,
14,119,,,1.609442114830017,4.641157150268555
14,119,2.295610189437866,4.516172885894775,,
16,134,2.6983487606048584,4.497793674468994,,
18,149,,,1.716738224029541,4.827948093414307
18,149,3.007115125656128,4.457650661468506,,
20,164,3.9334139823913574,4.397315979003906,,
22,179,,,1.824034333229065,5.0298919677734375
22,179,5.007383346557617,4.3061909675598145,,
24,194,6.336421012878418,4.1760945320129395,,
26,209,,,1.9313304424285889,4.940359592437744
26,209,8.90052318572998,4.002546310424805,,
28,224,10.67257308959961,3.832702159881592,,
30,239,,,1.716738224029541,4.822277545928955
30,239,13.652839660644531,3.647376298904419,,
32,254,15.465163230895996,3.464571237564087,,
34,269,,,1.716738224029541,4.694735050201416
34,269,18.39173126220703,3.2939815521240234,,
36,284,21.81500816345215,3.1036524772644043,,
38,299,,,1.9313304424285889,4.530784606933594
38,299,24.99664306640625,2.924628734588623,,
40,314,28.379648208618164,2.7348556518554688,,
42,329,,,2.467811107635498,4.373950004577637
42,329,32.48758316040039,2.5561182498931885,,
44,344,36.50154495239258,2.3796820640563965,,
46,359,,,2.682403326034546,4.243141174316406
46,359,40.59605407714844,2.1916086673736572,,
48,374,45.22754669189453,2.0158205032348633,,
50,389,,,2.896995782852173,4.085147857666016
50,389,48.9058952331543,1.844278335571289,,
52,404,53.65821075439453,1.6645764112472534,,
54,419,,,3.969957113265991,3.9378416538238525
54,419,58.77299118041992,1.5085632801055908,,
56,434,62.92119598388672,1.3440039157867432,,
58,449,,,4.399141788482666,3.8030073642730713
58,449,67.02912902832031,1.2067797183990479,,
60,464,70.74774932861328,1.0943540334701538,,
62,479,,,6.545064449310303,3.618448257446289
62,479,75.19129943847656,0.9556582570075989,,
64,494,80.22553253173828,0.8291627764701843,,
66,509,,,8.690987586975098,3.440836191177368
66,509,83.90387725830078,0.7162302136421204,,
68,524,87.50167846679688,0.6136059761047363,,
70,539,,,12.446352005004883,3.2276294231414795
70,539,90.76386260986328,0.510215163230896,,
72,554,93.2608413696289,0.4255695939064026,,
74,569,,,17.167381286621094,3.084935426712036
74,569,93.7709732055664,0.3774760961532593,,
76,584,95.40878295898438,0.3181302845478058,,
78,599,,,20.171674728393555,2.9781100749969482
78,599,95.94576263427734,0.2804012596607208,,
80,614,96.68412017822266,0.2443290501832962,,
82,629,,,19.957080841064453,2.9534592628479004
82,629,97.50302124023438,0.20162510871887207,,
84,644,97.95945739746094,0.17212603986263275,,
86,659,,,24.892704010009766,2.8711977005004883
86,659,98.28164672851562,0.149528369307518,,
88,674,98.34877014160156,0.13633574545383453,,
90,689,,,25.107295989990234,2.9353981018066406
90,689,98.87232971191406,0.11818905919790268,,
92,704,99.20794677734375,0.10168507695198059,,
94,719,,,27.360515594482422,2.954542398452759
94,719,99.20794677734375,0.08707123249769211,,
96,734,99.5569839477539,0.07230491936206818,,
98,749,,,28.648069381713867,2.87418270111084
98,749,99.4764404296875,0.07165989279747009,,
100,764,99.54356384277344,0.06421487778425217,,
102,779,,,28.862661361694336,2.944030523300171
102,779,99.51671600341797,0.06081118807196617,,
104,794,99.31534576416016,0.06458849459886551,,
106,809,,,27.896995544433594,3.0230016708374023
106,809,99.28849792480469,0.06632880866527557,,
108,824,99.18109893798828,0.06938301026821136,,
110,839,,,29.613733291625977,2.9879086017608643
110,839,98.99315643310547,0.0663839653134346,,
112,854,98.939453125,0.07109460234642029,,
114,869,,,31.9742488861084,2.950963258743286
114,869,98.89917755126953,0.07651560008525848,,
116,884,99.10054779052734,0.059396371245384216,,
118,899,,,33.47639465332031,2.8616063594818115
118,899,99.4630126953125,0.044317569583654404,,
120,914,99.5838394165039,0.03642094135284424,,
122,929,,,34.549354553222656,2.801888942718506
122,929,99.67781066894531,0.030528169125318527,,
124,944,99.77178192138672,0.026035701856017113,,
126,959,,,35.51502227783203,2.8184738159179688
126,959,99.71808624267578,0.02442016825079918,,
128,974,99.74493408203125,0.023625120520591736,,
130,989,,,34.012874603271484,2.8212075233459473
130,989,99.66438293457031,0.026904700323939323,,
132,1004,99.16767120361328,0.04233063384890556,,
134,1019,,,34.871246337890625,2.968287467956543
134,1019,98.8589096069336,0.05646370351314545,,
136,1034,98.68438720703125,0.06092967838048935,,
138,1049,,,36.373390197753906,2.9378714561462402
138,1049,98.91260528564453,0.05493580549955368,,
140,1064,99.12740325927734,0.047247108072042465,,
142,1079,,,38.73390579223633,2.7332630157470703
142,1079,99.23479461669922,0.04073783755302429,,
144,1094,99.4630126953125,0.032979514449834824,,
146,1109,,,39.48497772216797,2.6242640018463135
146,1109,99.4630126953125,0.027548685669898987,,
148,1124,99.59725952148438,0.02339533157646656,,
150,1139,,,39.914161682128906,2.6354587078094482
150,1139,99.70465850830078,0.021727796643972397,,
152,1154,99.70465850830078,0.022565748542547226,,
154,1169,,,39.377681732177734,2.713844060897827
154,1169,99.5569839477539,0.02426227368414402,,
156,1184,99.40931701660156,0.03166799992322922,,
158,1199,,,41.63090133666992,2.6615819931030273
158,1199,99.31534576416016,0.03336736559867859,,
160,1214,99.20794677734375,0.036320801824331284,,
162,1229,,,40.128753662109375,2.688304901123047
162,1229,99.50328826904297,0.03032412752509117,,
164,1244,99.4630126953125,0.026252157986164093,,
166,1259,,,43.88412094116211,2.52769136428833
166,1259,99.50328826904297,0.02411009557545185,,
168,1274,99.66438293457031,0.021880924701690674,,
170,1289,,,44.20600891113281,2.4943501949310303
170,1289,99.4898681640625,0.02464144304394722,,
172,1304,99.42274475097656,0.029705025255680084,,
174,1319,,,44.63519287109375,2.6430323123931885
174,1319,99.0602798461914,0.040806181728839874,,
176,1334,98.91260528564453,0.041125036776065826,,
178,1349,,,45.81544876098633,2.4038379192352295
178,1349,99.30191802978516,0.0325411781668663,,
