epoch,step,train_acc,train_loss,val_acc,val_loss
0,19,0.7146353125572205,4.825357913970947,,
2,39,,,0.7824726104736328,4.7502546310424805
2,39,0.7244248390197754,4.754079818725586,,
4,59,0.8712677359580994,4.744512557983398,,
6,79,,,0.6259781122207642,4.749616622924805
6,79,0.930004894733429,4.741779327392578,,
8,99,0.8418991565704346,4.741539478302002,,
10,119,,,0.23474177718162537,4.770442962646484
10,119,0.9985315799713135,4.738781452178955,,
12,139,0.7537934184074402,4.73911190032959,,
14,159,,,0.07824726402759552,4.837149143218994
14,159,1.086637258529663,4.733704090118408,,
16,179,1.2334802150726318,4.710826873779297,,
18,199,,,0.0,5.048032760620117
18,199,1.5761135816574097,4.6687774658203125,,
20,219,2.329906940460205,4.594869613647461,,
22,239,,,0.07824726402759552,5.236534118652344
22,239,3.5340185165405273,4.478752613067627,,
24,259,5.256975173950195,4.321611404418945,,
26,279,,,0.07824726402759552,5.092616081237793
26,279,7.009300231933594,4.14204740524292,,
28,299,9.27068042755127,3.9403610229492188,,
30,319,,,0.23474177718162537,4.839679718017578
30,319,12.12922191619873,3.7333896160125732,,
32,339,14.096916198730469,3.532508373260498,,
34,359,,,0.6259781122207642,4.631277084350586
34,359,17.523250579833984,3.310570478439331,,
36,379,20.646108627319336,3.099154472351074,,
38,399,,,0.7824726104736328,4.426116943359375
38,399,24.601076126098633,2.877490520477295,,
40,419,29.31962776184082,2.639707326889038,,
42,439,,,1.408450722694397,4.1423540115356445
42,439,34.78218460083008,2.388239860534668,,
44,459,39.81399917602539,2.141765594482422,,
46,479,,,2.2691705226898193,3.7756543159484863
46,479,45.922664642333984,1.8910586833953857,,
48,499,51.00342559814453,1.6689035892486572,,
50,519,,,3.051643133163452,3.3948323726654053
50,519,56.52471923828125,1.4657890796661377,,
52,539,62.03622055053711,1.2737411260604858,,
54,559,,,6.651017189025879,3.1051535606384277
54,559,66.64708709716797,1.1179825067520142,,
56,579,71.43416595458984,0.9850770235061646,,
58,599,,,9.62441349029541,2.9156911373138428
58,599,76.7400894165039,0.8524223566055298,,
60,619,82.26138305664062,0.721160888671875,,
